Date,Close,High,Low,Open,Volume
2010-01-04,85.51564025878906,85.56091273345784,84.14231954354095,84.79125187945318,118944600
2010-01-05,85.74199676513672,85.77972766019697,85.1534316465252,85.4628088666256,111579900
2010-01-06,85.80235290527344,86.01363207392798,85.5910737366189,85.65898243071832,116074400
2010-01-07,86.16458892822266,86.27022856042645,85.40246950424262,85.64393234312672,131091100
2010-01-08,86.45130157470703,86.48903247213816,85.76464414548849,85.93819245704768,126402800
2010-01-11,86.57203674316406,86.8738608980519,86.202292366651,86.8361357571543,106375700
2010-01-12,85.7646484375,86.17965954537793,85.43263494565609,85.99856389388441,163333500
2010-01-13,86.48902893066406,86.73049169632677,85.5458141027744,85.9834614076511,161822000
2010-01-14,86.72293090820312,86.88139028386789,86.3380977062027,86.39091749809096,115718800
2010-01-15,85.74954986572266,86.65503383883663,85.41753638901507,86.57203622658643,212283100
2010-01-19,86.821044921875,86.87386472700106,85.71182325730054,85.73446525114913,139172700
2010-01-20,85.93818664550781,86.3607450349131,85.25152926272423,86.23246920340453,216490200
2010-01-21,84.28569793701172,86.22494792711277,84.18005830773991,85.96084885393326,344859600
2010-01-22,82.40682220458984,84.31588878577426,82.31627147586035,83.90841914188425,345942400
2010-01-25,82.8293685913086,83.31229998333285,82.55772795887847,83.16138212428537,186937500
2010-01-26,82.48225402832031,83.3575602113673,82.27852214470867,82.50489026461862,211168800
2010-01-27,82.87464904785156,83.06329205901926,81.74279098084544,82.37662873504351,271863600
2010-01-28,81.92386627197266,83.19154722182031,81.4258518400288,83.14627475262353,316104000
2010-01-29,81.03348541259766,82.85200666883925,80.90520955617069,82.27853034544046,310677600
2010-02-01,82.29359436035156,82.30114168989597,81.11646425615291,81.60693705187757,187865000
2010-02-02,83.2896499633789,83.44810938241841,82.15779203573071,82.44453306183495,216327900
2010-02-03,82.87464904785156,83.36512202827312,82.63318622383404,82.91237419592841,172730700
2010-02-04,80.31661987304688,82.27095796560242,80.30152521398797,82.23323283180646,356715700
2010-02-05,80.48262786865234,80.64862882247631,78.91311720310603,80.40716608600194,493585800
2010-02-08,79.901611328125,80.98819661519641,79.84124419952632,80.5429962379389,224166900
2010-02-09,80.90522003173828,81.60697230242657,80.18837309544094,80.83730555035392,337820500
2010-02-10,80.74673461914062,81.19192924366992,80.06761880831716,80.77691818372459,240511500
2010-02-11,81.59186553955078,81.682416248995,80.17327229982189,80.64110899655938,223591600
2010-02-12,81.52394104003906,81.56921350753161,80.36944706356961,80.73163831736237,304622100
2010-02-16,82.80671691894531,82.88972028672012,81.35794028366493,82.14269573367345,159317500
2010-02-17,83.1990966796875,83.3122836125,82.80671608019436,83.2066382534622,168845100
2010-02-18,83.6895751953125,83.86312351466087,83.03309554626277,83.06327911417704,193708600
2010-02-19,83.86312866210938,84.18759484094456,83.27456344397285,83.47075376899413,222684900
2010-02-22,83.87821960449219,84.19513843759482,83.62920948265712,84.17250220050563,132346900
2010-02-23,82.8595199584961,83.9083742042802,82.64069346562327,83.6518225790037,207497000
2010-02-24,83.62167358398438,83.7574967820161,82.89728511345773,83.10856436441202,176350700
2010-02-25,83.50846862792969,83.56883576002821,82.20306249862709,82.42943060860667,259634700
2010-02-26,83.56129455566406,83.84803557569143,83.08591630862021,83.58393079262896,173589300
2010-03-01,84.42906951904297,84.51207290834648,83.88577670066653,83.90841294194419,147709700
2010-03-02,84.66299438476562,85.07046404361195,84.512082254939,84.79127602773985,160992400
2010-03-03,84.73843383789062,85.24399567197635,84.5271488522068,84.88179859630276,150785000
2010-03-04,84.9949722290039,85.1157064876262,84.53468294262744,84.85160173612151,135770400
2010-03-05,86.20983123779297,86.27773993890081,85.34207248532711,85.54581010250295,176118800
2010-03-08,86.22490692138672,86.41354984922087,86.07399488188952,86.21736534925957,114631200
2010-03-09,86.3683090209961,86.76823125336726,85.92311431157987,85.96838678862494,154556700
2010-03-10,86.75314331054688,86.98705878711522,86.33058483495827,86.40604088318089,186088800
2010-03-11,87.11531829833984,87.13796028979276,86.28529040978383,86.54938940747078,160791100
2010-03-12,87.12287139892578,87.50770468214344,86.88140861977342,87.4926100201751,162074800
2010-03-15,87.14551544189453,87.20588258132231,86.4739468473105,86.97196711219875,146816800
2010-03-16,87.83971405029297,87.92271165952636,87.14550355541702,87.38696632326581,168673000
2010-03-17,88.36038208007812,88.64712313110408,87.8472728780043,88.10383035750503,177468100
